1000,,Net of House gain/losses:,-394
1000,,,
1000,,,
50,,,
500,,,
100,,,
-1000,,,
-1000,,,
1000,,,
-1000,,,
-800,,,
-800,,,
-766,,,
-456,,,
-888,,,
-999,,,
888,,,
777,,,
1000,,,
-5
-5
-100
-1000
-1000
-1000
